food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B2,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Nutrition Density,
ground ostrich raw,180,9.5,2.4,2.9,1,0,0,22,0,77.4,0.021,77.5,0,0.2,0.3,0,0,0.3,0,7.6,3.2,42.3,
ostrich tip cooked,123,2.2,0.9,0.8,0.4,0,0,24.2,0,72.3,0.086,58.2,0,0.2,0.2,0,0,0.2,0,5.1,2.4,33.9,
caribou cooked,210,6.4,2.5,2,1,0,0,38,0,141.2,0.004,86.4,0.1,0.4,1.1,0,0,1.2,0.009,6.6,6.3,57.4,
ground ostrich cooked,163,6.6,1.7,2,0.7,0,0,24.3,0,77.2,0.099,62.4,0.2,0,0.044,0.5,0,0.033,0.2,0,0.1,31.712,
ostrich leg cooked,120,1.6,0.6,0.6,0.3,0,0,24.7,0,62.1,0.016,59.5,0,0.2,0.3,0,0,0.2,0,5.1,2.7,34.1,
ostrich top loin cooked,132,3.3,1.1,1.1,0.3,0,0,23.9,0,79.1,0.029,57.8,0.1,0,0.062,0.5,0,0,0.2,0.046,0.1,27.982,
ostrich strip cooked,139,3.6,1.5,1.5,0.6,0,0,25,0,82.5,0.034,56.6,0,0.2,0.3,0,0,0.2,0,4.3,4.1,37,
ostrich tip raw,97,2,0.7,0.7,0.4,0,0,18.6,0,61.2,0.041,64.7,0,0.2,0.2,0,0,0.2,0,4.3,2.4,27.3,
ostrich round raw,99,2,0.7,0.7,0.4,0,0,18.7,0,60.4,0.074,64.3,0,0.2,0.2,0,0,0.2,0,4.3,3,28,
ground bison raw,124,6.1,2.5,2.3,0.3,0.099,0,17.2,0,46.8,0.042,60.9,0,0.1,0.2,0,0,0.2,0.023,9.4,2.4,35.102,
ostrich fan raw,99,2.3,0.8,0.8,0.4,0,0,18.5,0,62.1,0.04,64.5,0,0.2,0.2,0,0,0.2,0,5.1,3.7,29.6,
ostrich top loin raw,101,2.5,1,0.9,0.5,0,0,18.4,0,63.8,0.073,64,0,0.2,0.2,0,0,0.2,0,5.1,2.7,28.7,
veal brain cooked,461,32.6,7.4,5.9,5.1,0,0,38.9,0,10509,0.5,260.7,0,0.3,0.7,44.1,0,0,0,54.2,5.7,175.5,
veal tongue cooked,515,25.8,11.1,11.8,1,0,0,65.9,0,606.9,0.2,163.4,0,0.2,0.9,15.3,0,0,0,23,5.3,135.3,
beef heart cooked,47,1.3,0.4,0.3,0.3,0.057,0,8.1,0,60,0.024,18.6,0.016,0,0.05,0.048,0,0.022,0.089,0.038,0.2,9.714,
turkey liver cooked,100,4.3,1.2,0.6,1.1,0,0,14.3,0,343.4,0.083,33.9,5.7,0.1,1.4,12,0,0.083,0.068,10.1,0.9,47.3,
veal thymus cooked,35,0.9,0.3,0.3,0.066,0,0,6.4,0,99.1,0.036,20.8,0,0.055,0.084,11.2,0,0.079,0,1.1,0.4,20,
beef brain cooked,688,55.6,13.1,14,8.1,0,0,44.1,0,7002.5,0.6,248.3,0,0.5,0.9,11.6,0,0,0,31.6,7.8,150.7,
beef pancreas cooked,602,38.2,13.1,13.2,7.1,0,0,60.2,0,581.6,0.1,123.4,0,0.4,1.1,45.1,0,0,0,35.5,5.8,184.8,
beef tripe cooked,80,3.4,1.2,1.4,0.2,1.7,0,10,0,133.5,0.045,69.4,0,0,0,0,0,0.1,0,68.9,0.6,84.6,
chicken gizzard cooked,223,3.9,1,0.8,0.5,0,0,44.1,0,536.5,0.069,98.5,0,0.094,0.3,0,0,0.3,0,24.7,4.6,77.3,
pork pancreas cooked,537,26.5,9.1,9.2,5,0,0,69.8,0,771.8,0.1,147.7,0,0.2,1.6,14,0,0,0,39.2,6.6,156.1,
beef tongue cooked,80,6.3,2.3,2.9,0.2,0,0,5.5,0,37.4,0.029,16.4,0,0.042,0.025,0.4,0.067,0.074,0.049,1.4,0.7,14.3,
lamb heart cooked,353,15.1,6,4.2,1.5,3.7,0,47.7,0,475.6,0.1,122.6,0,0.3,2.3,13.4,0,0,0,26.7,10.5,117.1,
beef spleen cooked,447,12.9,4.3,3.4,1,0,0,77.3,0,1068.8,0.2,215.5,0,0.1,0.9,154.9,0,0,0,37,121.2,403.3,
veal kidneys cooked,300,10.4,3.2,2.3,2.1,0,0,48.4,0,1455.4,0.2,124.5,0.4,0.3,3.7,14.7,0,0,0,53.4,5.6,132.9,
chicken heart cooked,268,11.5,3.3,2.9,3.3,0.1,0,38.3,0,350.9,0.081,94,0.033,0.1,1.1,2.6,0,0,0,27.6,13.1,93.286,
lamb tongue cooked,701,51.7,20,25.5,3.2,0,0,55,0,482,0.2,147.5,0,0.2,1.1,17.9,0,0,0,25.5,6.7,156.8,
veal heart cooked,368,13.4,3.6,2.8,3.5,0.3,0,57.7,0,348.5,0.1,123.1,0,0.7,1.8,19.8,0,0,0,15.8,8.6,115.6,
chicken liver cooked,76,2.8,0.9,0.6,0.6,0.5,0,11.3,0,248.2,0.079,28.7,0.006,1.9,0.015,0.4,1.2,0,0.3,0,0.2,15.238,
lamb pancreas cooked,541,34.9,15.8,12.6,1.7,0,0,52.7,0,924,0.1,137.8,0,0.022,0.5,46.2,0,0,0,27.7,4.9,166.4,
veal spleen cooked,445,10,3.3,2.7,0.7,0,0,83.1,0,1542.2,0.2,245.8,0,0.2,1,138,0,0,0,24.2,25.4,280.7,
lamb liver cooked,739,29.6,11.5,6.2,4.4,8.5,0,102.7,0,1683.4,0.2,190.4,25.2,0.8,13.5,13.4,0,0,0,26.9,27.8,234.1,
turkey gizzard cooked,70,2.1,0.5,0.4,0.3,0,0,11.9,0,203.4,0.031,31.1,0.091,0.03,0.2,2.8,0,0.025,0,7.7,1.7,26.231,
lamp spleen cooked,460,14.1,4.7,3.7,1,0,0,78.1,0,1135.8,0.2,195.8,0,0.2,0.9,76.7,0,0,0,38.4,114.1,321.4,
turkey heart cooked,35,1.5,0.4,0.3,0.4,0,0,5,0,71.8,0.046,13.4,0.085,0.07,0.3,0.6,0,0.013,0,4.2,1.4,12.759,
beef liver cooked,130,3.6,1.2,0.4,0.4,3.5,0,19.8,0,269.3,0.068,40,0.2,6.4,0.01,0.7,1.3,0.034,0.3,0.07,9.7,37.539,
lamb lungs cooked,431,11.8,4,3,1.6,0,0,75.7,0,1082,0.3,288.9,0.1,0.1,0.5,106.7,0,0,0,45.7,17.4,257.4,
pork brain cooked,527,36.3,8.2,6.6,5.6,0,0,46.4,0,9748.6,0.3,289.9,0,0.3,0.9,53.5,0,0,0,34.4,7,177.6,
goose liver,125,4,1.5,0.8,0.2,5.9,0,15.4,0,484.1,0.1,67.5,8.8,0.5,0.8,4.2,0,0,0,40.4,28.7,107.4,
pork kidneys cooked,211,6.6,2.1,2.2,0.5,0,0,35.6,0,672,0.1,96.2,0.1,0.6,2.2,14.8,0,0,0,18.2,7.4,82.7,
lamb brain cooked,503,35.3,9,6.4,3.6,0,0,43.5,0,7089.2,0.5,262.8,0,0.4,0.8,41.6,0,0,0,41.6,5.8,167.8,
pork heart cooked,215,7.3,1.9,1.7,1.9,0.6,0,34.2,0,320.5,0.053,98.7,0.017,0.8,2.5,2.9,0,0,0,10.2,8.5,63.745,
lamb kidneys cooked,349,9.2,3.1,2,1.7,2.5,0,60.3,0,1440.8,0.4,179.6,0.3,0.9,5.3,30.6,0,0,0,45.9,31.6,180.4,
beef lungs cooked,364,11.2,3.8,2.9,1.5,0,0,61.8,0,839.3,0.3,231.5,0.095,0.1,0.4,99.1,0,0,0,33.3,16.4,221.858,
veal pancreas cooked,614,35,12,12.1,6.5,0,0,69.8,0,0,0.2,133.7,0,0.4,1.2,14.4,0,0,0,43.2,5.7,168.1,
pork liver cooked,584,15.6,5,2.2,3.7,13.3,0,92.1,0,1256.7,0.2,227.7,19.1,0.9,7.8,83.5,0,0,0,35.4,63.4,322.4,
beef kidneys cooked,45,1.3,0.3,0.2,0.2,0,0,7.7,0,202.6,0.029,18.9,0,0.001,0.8,0,0.095,0.099,0,5.4,1.6,16,
turkey giblets cooked,164,6.3,1.6,1,1.5,0,0,25.1,0,495,0.1,63.3,0.095,4.4,0.063,0.5,0,0,0.1,0.014,0.7,32.643,
duck liver raw,60,2,0.6,0.3,0.3,1.6,0,8.2,0,226.6,0.089,31.6,5.3,0.2,0.4,2,0,0,0,4.8,13.4,37.3,
veal liver cooked,154,5,1.6,0.9,0.9,3,0,22.7,0,408.8,0.046,47.9,0.2,16.9,0.09,0.7,0.9,0,0.5,0.043,12,43.638,
pork lungs cooked,297,9.3,3.3,2.1,1.1,0,0,49.8,0,1161,0.2,240,0,0.2,1,23.7,0,0,0,24,49.2,156,
veal lungs cooked,312,7.9,2.7,2,1.1,0,0,56.2,0,789,0.2,232.8,0,0.072,0.4,102,0,0,0,21,10.8,197.9,
beef thymus cooked,1215,95.2,32.8,32.9,17.8,0,0,83.2,0,1120.1,0.4,201.3,0,0.3,0.9,115.1,0,0,0,38.1,5.7,337.3,
ham,46,2.5,0.1,1.2,0.2,1,0.3,4.6,0.4,16,0.2,18.8,0,0.2,0.094,1.1,0.08,0.076,0,6.7,0.3,16.6,
pork meat cooked,283,14.1,4.4,6.8,2.1,0,0,14.1,0,112.6,0.7,79.2,0.02,0.8,0.3,0,0.095,0,0,10.7,0.7,39.657,
bacon roasted,43,3.3,1.1,1.5,0.4,0.1,0,3,0,8.8,0.034,1,0,0.037,0.081,0.09,0,0.002,0.039,0.097,0.096,6.516,
pork top loin roasts raw,3644,182.8,35.1,40.8,14.3,0,0,468.4,0,1404.8,1,1539.6,0.09,9.4,4,0,0.042,2.6,0,153.7,11.6,816.574,
pork blade roll raw,76,6.2,2.2,2.8,0.7,0,0,4.7,0,15,0.4,16.7,0,0.2,0.089,0.014,0,0,0,2,0.2,13.143,
pork backribs raw,2399,174.9,61.9,73.5,28.7,0,0,204.2,0,739,0.9,679.8,0.035,4.9,3.3,0,0.025,2.6,0,332,8.1,719.224,
pork spareribs cooked,703,53.6,19.7,23.9,4.8,0,0,51.4,0,214.2,0.2,71.5,0.065,0.7,0.7,0,0.043,0.6,0,83.2,3.3,191.598,
pork stomach cooked,44,2.1,0.8,0.6,0.2,0.029,0,6.1,0,89.4,0.035,20,0,0.08,0.05,0,0,0.087,0,4.2,0.3,12.779,
honey smoked ham cooked,67,1.3,0.6,0.9,0.2,4,0,9.9,0,12.1,0.5,38.5,0,0.2,0.097,0.3,0,0,0,3.3,0.2,19,
boston butt steak raw,844,56.1,19.7,23.6,7.2,0,0,79,0,281.2,0.3,313.8,0.051,2.4,1.6,0,0.028,1,0,72.6,5.1,212.848,
pork sirloin chops cooked,140,4.5,1.5,1.8,0.8,0,0,23.3,0,65.6,0.001,53.9,0.075,0.075,0.07,0.4,0,0.01,0.1,0,0.012,28.239,
pork country style ribs raw,242,15.1,3,3.5,1.2,0,0,24.8,0,94.7,0.061,87.3,0.009,0.5,0.3,0,0.028,0.3,0,28.2,1.1,69.223,
ham patties,205,18.3,6.6,8.6,2,1.1,0,8.3,0,45.5,0.7,35.4,0,0.3,0.1,0,0,0,0,5.2,0.7,33.6,
pork feet cooked,67,4.5,1.2,2.3,0.4,0,0,6.2,0,30.3,0.046,17.8,0,0.08,0.029,0,0,0.054,0,0,0.3,11,
ground pork cooked,930,65,24.2,29,5.9,0,0,80.4,0,294.2,0.2,165.1,0.01,2.2,0.7,2.2,0.066,0.7,0,68.9,4,220.513,
pork centre loin chops cooked,328,17.4,5.5,6.6,2.1,0,0,40.2,0,131.9,0.065,97.8,0.2,0.021,0.059,1.1,0,0.089,0.2,0,0.1,59,
pork leg cap steak cooked,307,8.6,2.6,3.7,1.1,0,0,53.5,0,157.1,0.1,133.3,0,0.9,0.8,0,0,0.2,0,13.6,1.9,77.6,
pork blade chops raw,376,15.4,5.2,6.1,2.1,0,0,55.8,0,155.2,0.2,191.6,0.039,1.4,0.9,0,0.067,0.5,0,78.9,1.9,152.089,
pork tenderloin raw,606,17.8,6,6.8,2.8,0,0,104.3,0,328.3,0.3,378.6,0,5,1.7,0,0.075,1.1,0,30.3,4.9,157.3,
pork sirloin chops raw,1090,23.3,8.2,9.9,3.7,0,0,205.5,0,567.6,0.6,669.4,0.023,5.5,2.3,0,0.005,1.5,0,81.1,5,314.931,
pork leg cap steak raw,284,7.8,2.7,3.9,1.2,0,0,50,0,145.5,0.2,173.7,0,1.2,1,0,0,0.2,0,16.2,1.9,75.9,
pork carcass raw,1706,159.1,56.4,72.3,17.2,0,0,63.1,0,335.7,0.2,226,0.007,2.7,0.9,1.8,0,1.3,0,86.2,3.1,313.327,
pork splean cooked,446,9.6,3.2,2.6,0.7,0,0,84.3,0,1507,0.3,199.4,0,0.4,0.8,34.7,0,0,0,38.9,66.5,234,
chopped ham,50,2.9,1,1.4,0.4,1.2,0,4.6,0,16.5,0.3,18.3,0,0.2,0.035,0,0.025,0.087,0,2,0.2,10.9,
pork centre loin chops raw,338,18,6,7.1,2.4,0,0,41.2,0,137.3,0.1,138.7,0.048,1,0.4,0,0.062,0.2,0,37.8,1.3,98.301,
pork blade chops cooked,265,14.6,4.3,5.1,1.9,1.1,0,32.4,0,100.9,0.072,81.4,0.069,0.8,0.3,0,0.028,0.3,0,10.5,1.2,59.882,
boston butt steak cooked,494,32.7,12.2,14.8,3.8,0,0,46.4,0,181.3,0.1,101.7,0.066,0.9,0.7,0,0.051,0.2,0,48.1,3.2,130.498,
pork meat raw,179,18.6,6.2,7.9,3.7,0,0,2.6,0,20.4,0.021,7,0.094,0.05,0.059,0,0.055,0.1,0,4,0.07,25.261,
pork top loin chops raw,287,12.8,4.5,5.5,1.6,0,0,39.9,0,124,0.099,130.2,0.074,1.2,0.3,0,0.089,0.2,0,13,0.9,66.684,
pork blade steak braised,694,44.7,16.6,20.1,5.3,0.087,0,68.2,0,256.1,0.4,148.2,0.4,0,0.1,1.2,0,0.032,0.3,0,0.5,115.063,
pork boston steaks cooked,438,28.1,10.1,12.5,2.5,0,0,43.2,0,160.6,0.1,96.8,0.06,1.2,0.7,0.5,0.091,0.5,0,60.8,2.4,135.049,
bacon cooked,43,3.1,1.1,1.4,0.5,0.068,0,3.5,0,10.1,0.2,1.9,0.053,0,0.037,0.047,0,0,0.009,0,0.047,6.747,
pickled pork hocks,48,3,0.9,1.5,0.3,0,0,5.4,0,25.2,0.3,19.2,0.055,0.056,0.066,0,0,0.047,0,5.4,0.3,14.146,
pork boston roast cooked,705,49.4,18.3,21.7,4.6,0,0,60.5,0,225.3,0.2,150.6,0.061,1.7,0.9,1.8,0.029,0.5,0,73.4,3.8,188.948,
canadian style bacon grilled,43,2,0.7,0.9,0.2,0.3,0,5.7,0,13.6,0.4,14.5,0,0.2,0.054,0,0.048,0.061,0,2.4,0.2,10.6,
ham steak,70,2.4,0.8,1.1,0.3,0,0,11.1,0,25.7,0.7,41.2,0,0.5,0.1,18.4,0,0,0,2.3,0.6,34.8,
pork backfat,3683,402.3,146.1,190.3,46.9,0,0,13.2,0,258.6,0.064,34.9,0.032,0.4,0.2,0.5,0.003,0,0,9.1,0.8,425.932,
bacon baked,44,3.5,1.1,1.5,0.4,0.1,0,2.9,0,8.7,0.2,1,0,0.052,0.053,0.084,0,0,0.038,0.047,0.054,6.673,
pork arm picnic raw,5298,343.4,113.6,147.3,67.9,0,0,513.6,0,1729.4,2.3,1875.9,0.1,16.1,6.8,0,0.064,5.8,0,329.4,15.6,1202.1,
salt pork raw,212,22.8,8.3,10.7,2.7,0,0,1.4,0,24.3,0.8,3.1,0,0.054,0.01,0,0.035,0,0,1.7,0.1,26,
pork arm picnic cooked,5292,322.7,109.3,139,62.7,0,0,560.3,0,1936.7,2.2,1351.9,0.007,9.9,7.3,0,0.062,5.9,0,360.3,20.7,1264.074,
pork top loin chops cooked,270,11.2,4.3,4.9,1.7,0,0,39.4,0,97.2,0.064,84.3,0.062,0.02,0.067,0.7,0,0.043,0.3,0,0.1,51.481,
ground pork raw,329,26.5,9.8,11.8,2.4,0,0,21.1,0,90,0.033,76.3,0.034,0.9,0.3,0.9,0,0,0,17.5,1.1,67.15,
pork shoulder raw,1070,81.6,28.3,36.3,8.7,0,0,77.9,0,322.1,0.3,290.4,0.087,3.5,1.2,3.2,0.025,0.9,0,68,4.8,235.572,
pork chitterlings cooked,66,5.8,2.7,2,0.3,0,0,3.5,0,78.4,0.078,19.2,0,0,0.056,0,0,0,0.083,0,0.056,9.329,
pork breakfast strips cooked,52,4.1,1.4,1.9,0.6,0.1,0,3.3,0,11.9,0.2,3,0,0.039,0.073,0,0.066,0.057,0,1.6,0.2,9.3,
pork blade roll roasted,1079,88.3,31.5,41.5,9.4,1.4,0,65,0,251.9,3.7,211.2,0,1.7,1.1,12,0,0,0,26.3,3.3,196.3,
pork tail cooked,1089,98.5,34.2,46.4,10.8,0,0,46.8,0,354.8,0.093,128.4,0,0.2,0.2,0,0,0,0,38.5,2.2,186,
pork centre rib roasts raw,275,9.7,3.3,4,1.1,0,0,44,0,113.1,0.1,146.2,0,1,0.4,0,0.072,0.3,0,48.5,1.2,103.4,
pork centre rib roasts roasted,1942,114.9,42.6,48.4,19.4,0,0,211.3,0,610.7,0.7,452.3,0.8,0.041,0.018,3.8,0,0.094,1.6,0,0.7,331.5,
minced ham,55,4.3,1.5,2,0.5,0.4,0,3.4,0,14.7,0.3,12,0,0.1,0.073,0,0.058,0.012,0,2.1,0.2,10.4,
ham roasted,316,21.3,7.1,9.9,2.5,0.6,0,28.7,0,86.8,1.3,85.3,0,1.1,0.4,19.6,0,0,0,11.2,1.9,83.3,
pork loin raw,232,14.7,5.1,6.6,1.6,0,0,23.1,0,73.7,0.003,78.3,0.049,1.1,0.3,0.7,0.044,0.2,0,21.1,0.9,60.563,
pork backribs roasted,2564,188.9,68.5,81.6,31,0,0,202,0,737.5,0.8,481.3,1.7,0.023,0.08,3.6,0,0.068,2.2,0,0.9,397.1,
pork belly raw,2350,240.5,87.7,112,25.6,0,0,42.4,0,326.6,0.1,166.7,0.095,1.8,1.1,1.4,0,1.8,0,22.7,2.4,309.486,
ham raw,266,18.2,6,8.7,2.1,0.046,0,23.8,0,54.6,1.5,93.2,0,1.3,0.3,0,0.054,0.3,0,8.4,1.2,51.697,
ham extra lean,45,2.3,0.8,1.1,0.3,0.6,0,5.1,0,14.8,0.4,18.7,0,0.2,0.028,0,0.094,0.04,0,2,0.3,10.3,
pork feet pickled,635,45.5,13.4,25.8,3.6,0.029,0,52.8,0,376.5,4.3,340.2,0.098,0.031,0.085,0,0.01,1,0,145.2,1.4,245.019,
pork shoulder cooked,394,28.9,10.6,12.8,2.8,0,0,31.4,0,121.5,0.001,74,0.004,0.8,0.4,0.7,0.007,0.3,0,32.4,1.8,95.226,
pork top loin roasts roasted,1628,74.8,24.1,29.8,8.5,0,0,224.3,0,678.4,0.4,540.7,0.7,0.011,0.051,5.9,0,0.017,0.9,0,0.7,306.4,
pork skin,154,8.9,3.2,4.2,1,0,0,17.3,0,26.9,0.5,0.5,0.037,0.009,0.034,0.1,0,0.1,0,8.5,0.2,35.03,
pork country style ribs cooked,235,15.2,5.4,6.6,1.8,0,0,22.8,0,88.6,0.049,46.4,0.098,0.4,0.2,0,0.09,0.1,0,29.2,1.2,68.402,
pork blade steak raw,664,43.7,15.4,18.4,5.6,0.6,0,67.6,0,243.7,0.6,276.5,0,1.9,1.3,0,0.083,0.8,0,59,3.8,174.7,
pork tenderloin cooked,153,6.2,2.2,2.5,0.6,0,0,22.7,0,71.4,0.091,46.4,0.017,0.7,0.3,0.8,0,0,0,3.8,1.1,34.679,
pork loin cooked,213,12.1,4.5,5.4,1,0,0,24.2,0,71.2,0.077,51.9,0.008,0.6,0.2,0.5,0.007,0.2,0,18.7,1,56.575,
pork ears cooked,184,12,4.3,5.5,1.3,0.2,0,17.7,0,99.9,0.2,80.6,0,0.004,0.07,0,0,0,0,20,1.7,51.6,
pork tongue cooked,626,43,14.9,20.2,4.5,0,0,55.7,0,337.3,0.3,131.4,0,0.7,1.2,3.9,0,0,0,43.9,11.5,158,
pork spareribs raw,3593,303.5,97.7,110.8,51.3,0,0,200.6,0,1037.6,1.1,775,0,4.1,3.3,0,0.084,4.8,0,194.6,11.8,710.5,
ham patties grilled,205,18.5,6.7,8.8,2,1,0,8,0,43.2,0.6,30.8,0,0.2,0.1,0,0.056,0.3,0,5.4,1,33.9,
chicken skin roasted,508,45.6,12.8,19.1,9.6,0,0,22.8,0,93,0.028,45.1,0.083,0.021,0.1,0,0.026,0.4,0.032,15.7,1.7,85.844,
turkey breast raw,3554,158.9,43.2,60.2,37.6,0,0,495.6,0,1471.6,1.3,1585.9,0.015,1.3,2.6,0,0,0,0,294.3,27.2,976.092,
ground turkey raw,169,8.7,2.3,3,2.5,0,0,22.4,0,78.7,0.047,82.5,0.041,0.037,0.2,0,0.086,0.1,0,21.7,1.2,54.095,
chicken wing cooked,52,3.5,1,1.4,0.8,0,0,4.8,0,14.7,0.086,13.1,0.041,0.036,0.097,0,0.022,0.052,0.092,2.5,0.2,11.058,
turkey roast roasted,209,7.8,2.6,1.6,2.2,4.1,0,28.8,0,71.6,0.9,91.6,0,0.058,0.2,0,0.084,0.5,0.09,6.8,2.2,49.7,
pheasant meat raw,1448,74.3,21.6,34.6,9.4,0,0,181.6,0,568,0.3,542.2,0.4,0.6,1.1,42.4,0,0,0,96,9.2,403.9,
chicken back raw,188,17,4.9,7.2,3.6,0,0,8.3,0,46.6,0.043,34.3,0.087,0.022,0.063,0.9,0,0.2,0.03,7.7,0.6,34.564,
chicken back cooked,93,6.5,1.8,2.6,1.4,0,0,8,0,28.1,0.091,21.9,0.005,0.026,0.035,0,0.084,0.074,0.051,6.5,0.4,21.425,
chicken leg fried,431,25.5,6.8,10.4,6.1,13.8,0,34.4,0.5,142.2,0.4,82.3,0.07,0.2,0.3,0,0,0,0,28.4,2.2,104.858,
chicken feet cooked,975,66.2,17.8,24.9,13.5,0.9,0,88,0,381,0.3,298.5,0.1,0.3,0.9,0,0.068,1.2,0.036,399.2,4.1,558.5,
turkey steak fried,179,10.8,2.8,4.4,2.8,10.9,0,9.1,0,41,0.5,31.6,0.092,0.075,0.1,0,0,0,0,9,1.4,41.229,
turkey taco meat cooked,271,13.9,3.2,4.7,3.9,5.5,0,30.7,0,129.9,1.2,128.1,0,0.1,0.6,0,0,0.5,0.089,126.3,3.3,179.7,
chicken leg raw,736,54.9,15,22.8,11.5,0.6,0,56.3,0,319.9,0.3,231.5,0.018,0.3,0.5,0.7,0.033,0.8,0.096,31,2.4,145.973,
chicken meat raw,1978,138.6,39.7,57.4,29.7,0,0,171.1,0,690,0.6,607.1,0.4,0.6,1.1,14.7,0.054,2.8,0.054,101.2,8.3,434.3,
chicken neck cooked,94,6.9,1.9,2.7,1.5,0,0,7.5,0,26.6,0.085,23.5,0.065,0.05,0.035,0,0.087,0.1,0.032,10.3,0.9,25.616,
chicken drumstick fried,193,11.3,3,4.6,2.7,6,0,15.8,0.2,61.9,0.2,38,0.028,0.049,0.2,0,0,0,0,12.2,1,46.519,
quail egg,14,1,0.3,0.4,0.1,0.08,0.048,1.2,0,76,0.042,6.7,0.083,0.014,0.001,0,0.047,0.03,0.01,5.8,0.3,8.343,
duck meat cooked,472,39.7,13.5,18.1,5.1,0,0,26.6,0,117.6,0.041,72.6,0.008,0.2,0.4,0,0.067,1,0.047,15.4,3.8,85.544,
chicken wing roasted,216,14.3,4.2,6.6,3.1,0,0,20.2,0,119.9,0.039,50.5,0.073,0.017,0.08,0.5,0,0.094,0.6,0.024,0.092,35.155,
quail meat cooked,1028,63.9,17.9,22.2,15.8,0,0,113.7,0,389.6,0.2,271.8,0.3,1,1.4,10.4,0.003,3.2,0.074,68,20.1,276.4,
goose meat cooked,427,30.7,9.6,14.4,3.5,0,0,35.2,0,127.4,0.089,72.7,0.081,0.1,0.5,0,0.002,2.4,0.026,18.2,4,88.168,
chicken breast cooked,114,4.5,1.3,1.8,1,0,0,17.3,0,48.7,0.058,36.2,0.08,0.018,0.056,0,0.019,0.2,0.004,8.1,0.6,30.552,
chicken neck raw,149,13.1,3.6,5.3,2.8,0,0,7,0,49.5,0.027,30,0.066,0.079,0.021,0,0,0.2,0,9,1,30.146,
duck egg,130,9.6,2.6,4.6,0.9,1,0.7,9,0,618.8,0.1,49.6,0.1,0.1,0.3,0,0.026,0.9,0.098,44.8,2.7,67.2,
pheasant breast raw,484,11.8,4,3.8,2,0,0,88.7,0,211.1,0.1,263.5,0.2,0.3,0.4,21.8,0,0,0,10.9,2.9,136.3,
duck meat raw,5123,498.8,167.6,237,64.4,0,0,145.7,0,963.7,0.8,615,0.6,2.5,2.7,35.5,0.088,8.9,0.025,139.5,30.4,850.5,
squab meat raw,585,47.4,16.8,19.3,6.1,0,0,36.8,0,189.1,0.1,112.6,0.1,0.4,0.4,10.3,0,0,0,23.9,7,125.5,
chicken drumstick raw,211,12.4,3.3,4.9,2.6,0.1,0,23.4,0,122.4,0.1,96.4,0.067,0.1,0.2,0,0.044,0.3,0.007,13.3,0.8,50.075,
turkey meat roasted,284,11.1,3.2,4,3.2,0.031,0,42.8,0,163.5,0.2,95.3,0.004,0.073,0.4,0,0.091,0.1,0,21,1.6,76.629,
chicken breast raw,299,16.1,4.6,6.6,3.4,0,0,36.3,0,111.4,0.1,120.9,0.026,0.1,0.1,0,0.053,0.5,0,19.1,1.3,72.834,
ground chicken cooked,474,27.4,7.8,12.2,5.2,0,0,58.4,0,268.6,0.2,162.9,0.2,0,0.079,1.4,0,0,1,0.044,0.2,87.678,
turkey wing cooked,426,23.1,6.3,8.7,5.5,0,0,50.9,0,150.7,0.1,110.7,0,0.092,0.2,0,0.03,0.3,0,44.6,2.7,121.3,
goose meat raw,6077,550.7,160.2,291.1,61.6,0,0,259.8,0,1310.4,1.2,813.4,0.3,1.4,4,68.8,0,0,0,196.6,41,1117.2,
turkey breast roasted,3266,128,36.3,42.3,31.1,0,0,496.1,0,1278.7,1.1,1092.4,0,1,2.3,0,0,0,0,362.9,24.2,1011.2,
chicken fajita strips,13,0.5,0.2,0.2,0.1,0.2,0,1.7,0,8.3,0.044,6.6,0.041,0.028,0.021,0,0,0.031,0.015,1.2,0.097,3.66,
crispy chicken strips tyson,145,6,7.7,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
chocolate pudding fat free,105,0.3,0,0,0,23.6,17.8,2.2,0.3,1.1,0.1,86.1,0,0.021,0.046,0,0,0,0.098,44.1,1.9,72.4,
tapioca pudding,143,4.3,1.1,2.8,0.088,23.9,16.4,2.1,0,1.1,0.2,79,0,0.025,0.1,0.3,0,0.2,0.01,78.1,0.1,108.8,
tapioca pudding fat free,105,0.4,0.1,0.08,0.067,23.9,15.9,1.6,0,1.1,0.2,85.4,0,0.044,0.043,0.3,0,0.072,0,58.2,0.1,84.5,
rice pudding,122,2.4,1.4,0.6,0.1,20.8,13.1,3.6,0.3,13.6,0.1,84.9,0.043,0.002,0.098,0.074,1.5,0,0.011,0.063,0.014,27.329,
corn pudding,328,12.6,6.3,3.9,1.4,42.4,16.5,11.1,3,180,0.7,180.8,0.2,0.1,0.026,0.3,9.3,0.048,0.7,0.066,0.1,69.795,
chocolate pudding,213,6.9,1.9,4.1,0.2,34.5,25.8,3.1,0,1.5,0.2,104.2,0.045,0.003,0.1,0.5,0,0.5,0.066,76.5,1.9,123.424,
lemon pudding,173,4.4,2.6,1.3,0.2,30.2,0,4.1,0,16.5,0.4,109.8,0.026,0.092,0.2,1.2,0,0,0,148.5,0.058,188.516,
